id,station_name,song_name,album_name,artist_name,date,time,timestamp,radio_show,dj,tmp_date,tmp_time
197,the_current,Fishing,,Sports Team,10/4/2021,18:09:03,2021-10-4T18:09:03.000000,,,2021-10-4,18:09:03
198,the_current,Are You A Hypnotist,,The Flaming Lips,10/4/2021,18:15:02,2021-10-4T18:15:02.000000,,,2021-10-4,18:15:02
199,the_current,Hypotheticals,,Lake Street Dive,10/4/2021,18:21:03,2021-10-4T18:21:03.000000,,,2021-10-4,18:21:03
200,the_current,Pick Up The Pieces,,Average White Band,10/4/2021,18:27:02,2021-10-4T18:27:02.000000,,,2021-10-4,18:27:02
201,the_current,All My Favorite Songs,,Weezer,10/4/2021,18:33:02,2021-10-4T18:33:02.000000,,,2021-10-4,18:33:02
202,the_current,The Farm,,Double Grave,10/4/2021,18:39:02,2021-10-4T18:39:02.000000,,,2021-10-4,18:39:02
203,the_current,Home,,Edward Sharpe and The Magnetic Zeros,10/4/2021,18:45:02,2021-10-4T18:45:02.000000,,,2021-10-4,18:45:02
204,the_current,Questions,,Middle Kids,10/4/2021,18:51:01,2021-10-4T18:51:01.000000,,,2021-10-4,18:51:01
205,the_current,Verses From The Abstract,,A Tribe Called Quest,10/4/2021,18:57:02,2021-10-4T18:57:02.000000,,,2021-10-4,18:57:02
206,the_current,Leave A Trace,,CHVRCHES,10/4/2021,19:03:02,2021-10-4T19:03:02.000000,,,2021-10-4,19:03:02
207,the_current,Don't Make Me Wait,,Sting and Shaggy,10/4/2021,19:09:02,2021-10-4T19:09:02.000000,,,2021-10-4,19:09:02
