2019-07-06,21:32:26.346297,Sour Times,Portishead,TheCurrent,
2019-07-06,22:42:31.227601,Step,Vampire Weekend,TheCurrent,
2019-07-06,22:48:59.555324,Step On,Happy Mondays,TheCurrent,
2019-07-06,22:54:07.420482,Stillness Is The Move,Dirty Projectors,TheCurrent,
2019-07-06,22:58:28.149709,Stir It Up,Bob Marley and The Wailers,TheCurrent,
