2019-07-06,21:33:54.569219,Ryan Leslie,Addiction (feat. Cassie & Fabolous),KFAI,
2019-07-06,22:42:36.451870,Freeway,roca fella millionaires,KFAI,
2019-07-06,22:49:04.271141,Sit Next to Me,Foster the People,KFAI,
2019-07-06,22:55:16.208368,Disarm,The Smashing Pumpkins,KFAI,
2019-07-06,22:56:58.257676,Soul II Soul,Back To Life (However Do You Want Me),KFAI,
2019-07-06,22:59:02.699224,Beloved ***,Mumford & Sons,KFAI,
